"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
-100,-6,-46,-71,-250,34,-46,9,-179,-42,0,-3,-178,-81,26,-18,-174,-18
-99,40,-69,-87,-205,36,-38,13,-155,-17,-3,-39,-136,-80,32,-9,-142,13
-115,18,-39,-71,-189,1,26,-35,-192,3,3,-21,-118,-71,4,-11,-100,-17
-101,-39,17,-60,-208,-30,65,-65,-206,4,0,16,-131,-77,-26,-2,-150,-40
-90,-18,0,-74,-209,2,34,-45,-166,1,-15,-3,-142,-70,4,-7,-174,-17
-99,30,-47,-69,-156,14,12,-44,-142,-20,-17,-5,-116,-56,41,-43,-124,-23
-118,23,-32,-55,-125,-28,22,-70,-157,-26,-21,22,-84,-77,34,-74,-103,-37
-157,1,8,-56,-179,-20,27,-85,-180,-7,-20,3,-99,-101,31,-88,-116,-16
-164,9,8,-46,-208,19,32,-88,-171,-12,9,-18,-118,-76,17,-66,-120,-11
-100,22,-3,-28,-143,0,21,-58,-119,-28,26,11,-95,-51,-16,-15,-126,-7
-73,20,4,-25,-99,-16,-16,-25,-94,-21,12,30,-78,-63,3,-18,-125,19
-150,17,4,-12,-127,10,-32,-45,-137,-30,12,15,-91,-73,22,-53,-113,1
-192,0,4,-4,-137,13,-20,-59,-160,-56,13,11,-81,-80,-28,-14,-107,-39
-130,-45,36,-18,-123,18,-23,-39,-128,-50,-7,28,-50,-102,-44,29,-108,-19
-94,-66,62,-18,-132,68,-49,-41,-117,-11,-31,42,-51,-100,-5,2,-102,-7
-123,-49,45,-5,-139,73,-64,-30,-130,-5,-43,47,-77,-73,-14,4,-85,-58
-117,-40,16,0,-116,32,-61,18,-106,-50,-28,42,-79,-62,-30,44,-78,-66
-76,-33,0,9,-91,41,-52,14,-67,-71,-1,39,-54,-54,8,11,-90,-14
-68,-19,5,15,-71,45,-27,-36,-79,-21,-22,56,-33,-54,35,-38,-92,2
-95,-22,11,11,-48,-8,-2,-51,-121,13,-53,65,-26,-85,21,-19,-80,-7
-110,-23,-18,20,-46,-11,-27,-39,-145,-1,-17,33,-30,-96,12,-11,-92,-1
-95,-24,-19,6,-77,43,-73,-33,-155,0,21,0,-46,-71,5,-28,-108,-3
-75,-52,42,-39,-80,36,-59,-29,-145,5,9,3,-56,-65,3,-14,-99,-16
-67,-62,53,-47,-32,-9,-25,-27,-108,-18,13,-11,-56,-61,32,-10,-88,-21
-63,-42,9,-33,-21,-8,-36,-11,-97,-21,44,-55,-64,-38,53,-28,-71,-29
-67,-40,28,-37,-55,4,-38,7,-98,-23,60,-54,-64,-43,15,10,-46,-33
-69,-43,63,-23,-41,-29,14,-5,-60,-57,64,-19,-25,-71,-21,55,-57,-21
-57,-33,30,-9,-16,-54,53,-27,-50,-55,53,-17,5,-74,12,12,-92,-11
-60,-19,-10,-22,-64,-8,12,-13,-84,-34,34,-28,-24,-70,59,-38,-77,-13
-85,-1,-19,-13,-100,35,-40,12,-77,-61,40,-20,-59,-72,47,-9,-20,-36
-83,-8,0,-6,-34,-4,-23,14,-60,-59,30,-9,-37,-53,17,25,-4,-76
-61,-49,41,-32,19,-42,3,-4,-84,-13,-12,8,-2,-33,12,0,-47,-76
-48,-64,40,-18,-32,2,-17,-6,-83,-13,-6,13,2,-45,13,-26,-69,-36
-25,-37,-2,19,-80,25,-17,21,-47,-33,48,-13,-3,-47,12,-11,-27,-39
-4,-4,-14,5,-36,-20,14,34,-27,-24,52,-18,0,-21,11,2,4,-60
-24,9,-1,-17,-9,-29,2,26,-31,-17,7,7,5,-20,4,0,-32,-23
-36,-20,-6,-12,-58,-5,-19,33,-50,-5,-8,-11,-6,-49,8,-2,-56,10
10,-52,-19,-12,-69,-22,1,37,-31,3,1,-47,-19,-50,26,-9,-33,-3
41,-28,-34,-11,-20,-30,6,33,18,-14,2,-39,1,-26,21,-6,-36,-7
-3,-6,-32,-13,-15,1,-30,45,-7,-15,0,-32,20,-16,-12,9,-50,-22
-52,-26,-4,-31,-34,19,-53,42,-75,-1,12,-49,0,-8,-34,16,-39,-64
-55,-9,2,-24,-18,9,-33,14,-58,-10,28,-47,-7,0,-32,9,-61,-48
-49,31,-17,-9,-2,-23,9,17,-12,-7,15,-39,19,-10,-18,9,-84,-1
-33,4,-5,-28,-4,-48,19,51,-21,7,-8,-40,26,-32,4,18,-30,-25
0,-48,23,-32,-15,-14,-16,63,-21,7,-16,-26,18,-37,24,10,11,-58
9,-49,20,-2,-44,8,-13,48,-5,14,-18,-12,13,-17,29,-25,-22,-20
-1,-44,25,3,-53,-18,31,39,-12,11,2,-18,0,14,24,-39,-36,6
0,-47,51,-4,-27,12,14,50,-4,-19,50,-26,16,26,7,0,-11,-21
-1,-20,26,10,-29,74,-15,55,18,-21,54,-35,61,6,-13,29,-9,-38
-25,0,-25,22,-54,36,32,31,-7,1,18,-39,51,-12,-1,8,-24,-22
-28,-13,-16,23,-30,-17,60,6,-35,-1,23,-21,16,-7,29,-19,-33,-9
6,-21,8,29,5,0,15,13,7,-14,40,-10,36,0,18,-19,-40,-6
31,-31,7,17,-2,-11,2,46,47,-14,17,-25,59,-7,-18,2,-42,0
11,-53,24,-5,-9,-62,39,63,9,-9,3,-27,45,-16,-17,19,-37,2
-15,-45,25,16,1,-35,55,22,-19,2,1,-4,46,-1,-5,4,-8,-12
-13,-28,-9,62,-8,49,17,-26,23,-9,-12,9,58,25,-48,-2,23,-40
-17,-43,-4,76,-10,80,-68,-10,57,-49,6,-3,49,14,-85,12,10,-53
-44,-53,17,74,8,52,-115,27,24,-53,52,-30,49,-29,-39,-7,-20,-59
-48,-35,6,68,-2,40,-66,39,-15,-20,56,-29,60,-37,13,-25,-12,-59
-20,-17,19,46,-14,36,0,44,-3,-8,31,8,60,-2,-12,22,16,-28
2,-8,44,28,20,1,28,41,28,-9,28,18,62,16,-39,51,27,1
15,-20,36,15,24,-1,32,35,20,10,39,-23,65,24,-14,14,3,-5
32,-52,52,-4,-12,38,28,37,7,26,36,-43,53,40,3,-6,-35,9
46,-50,83,-1,-10,27,45,28,59,-7,43,-17,45,30,12,1,-22,45
55,0,40,25,0,11,56,24,116,-59,65,-1,53,15,27,-4,22,32
47,27,-10,33,-27,67,9,39,94,-49,47,4,57,30,6,-5,3,17
23,1,26,24,-35,95,-17,35,59,-5,8,13,64,26,-20,8,-40,45
10,-16,63,23,-12,54,28,12,65,-22,29,7,75,0,-11,17,-16,34
16,14,19,22,9,29,46,4,61,-46,64,-6,71,24,-11,5,20,-26
6,28,-1,10,28,14,13,12,35,-12,43,-22,52,54,-12,-25,-6,-41
-20,-12,47,5,27,-9,3,24,31,-3,34,-43,38,38,6,-37,-35,0
-23,-32,58,25,19,-4,24,13,48,-28,44,-36,47,39,-9,-23,-17,28
-8,-5,32,36,35,0,46,-18,67,-16,5,-2,62,48,-34,-13,5,18
-4,0,46,2,35,-26,50,-5,66,-2,-15,-4,56,20,-20,-2,9,-6
9,-7,45,-28,7,-29,28,41,41,-16,32,-39,44,12,-23,13,11,-24
34,7,20,-12,0,11,6,60,43,-15,61,-38,64,29,-34,18,16,-20
