"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
8,-229,-202,-131,-174,-577,413,-67,144,-149,-225,-324,365,-359,-127,-283,-91,-128
-83,-323,11,-274,-354,-427,-211,268,20,-136,-261,-292,148,-439,-208,-226,-143,-134
65,-318,-345,-155,-425,-505,-389,370,-145,-158,-232,-216,-288,-317,-175,-168,-149,-81
168,-57,-470,-69,-247,-701,796,-239,-60,-37,-158,-173,-244,-183,123,-87,-92,111
74,-48,-55,-150,-74,-733,1134,-313,140,80,-189,-211,39,-193,173,-6,-90,200
94,-249,46,-230,-249,-575,246,290,14,-37,-157,-158,-54,-234,-31,32,-127,148
186,-168,-196,-281,-454,-324,-127,411,-266,-137,-7,-49,-245,-281,-29,60,-118,158
52,-36,-175,-297,-311,-289,-10,259,-218,-86,-26,-124,-175,-349,66,105,-121,173
-74,-152,-17,-275,-185,-398,-46,367,-55,-86,-140,-238,-131,-292,38,121,-140,127
96,-243,-88,-257,-308,-234,-34,325,-161,-96,-68,-167,-293,-117,50,107,-93,149
247,-162,-255,-219,-382,-47,53,174,-310,-33,44,-90,-466,-38,143,158,-26,213
120,0,-241,-203,-245,-165,232,214,-292,16,48,-95,-377,-80,217,276,3,241
-3,100,-130,-265,37,-276,283,297,-356,59,66,-69,-89,-116,221,326,6,290
54,-54,-115,-297,135,-217,-153,418,-508,104,74,-83,-146,-111,141,300,-16,329
148,-247,-57,-281,-184,-115,-221,421,-423,104,3,-122,-473,-90,139,324,-8,317
237,-205,81,-335,-334,-85,558,112,-251,127,-18,-79,-302,-70,251,373,72,311
340,-197,-85,-353,13,-185,763,28,-375,166,5,-92,110,-67,218,358,125,265
343,-237,-521,-184,64,-152,-17,390,-497,128,-52,-178,-102,-41,87,340,109,158
243,26,-605,-40,-307,33,-307,563,-243,95,-84,-141,-563,47,117,380,136,130
120,338,-353,-101,-146,-26,44,427,-96,154,22,-76,-419,118,188,412,225,167
-39,277,-272,-170,425,-174,-10,397,-414,235,99,-124,63,74,137,362,270,138
-3,-1,-217,-143,420,-125,-168,393,-550,284,44,-144,138,8,97,275,237,88
344,-249,5,-159,-14,-97,50,270,-193,266,0,-132,-205,20,129,264,173,70
405,-323,55,-222,-107,-75,-56,277,-111,179,26,-179,-436,22,133,317,121,33
0,-118,-80,-205,153,-66,-329,385,-541,195,66,-123,-319,9,121,332,147,31
-44,161,-193,-68,391,-290,169,236,-659,356,103,54,-124,98,173,358,261,114
367,150,-197,27,396,-387,766,-34,-252,392,131,75,-144,207,251,427,342,161
384,-115,176,-117,244,-109,356,86,-69,306,158,-68,-271,200,240,408,351,129
30,-151,466,-233,303,111,-471,511,-352,408,175,-119,-186,127,167,346,389,102
93,187,-102,3,562,99,-507,527,-495,585,148,-56,7,91,182,400,459,94
512,408,-596,182,566,-29,322,48,-160,539,152,-25,-38,197,282,466,514,74
546,366,-245,43,419,-124,679,-57,156,424,181,-52,-137,359,281,414,552,32
235,306,-136,20,479,3,-92,394,-13,436,101,-96,-31,314,154,347,538,-31
275,85,-248,78,502,45,-332,424,-243,517,41,-123,-40,187,116,377,533,-39
568,-190,274,-102,400,-154,482,2,-94,630,138,-124,-202,240,216,474,611,29
552,-109,407,-176,542,-35,309,96,-12,626,201,-141,-88,249,234,517,622,32
439,37,-190,-5,762,255,-578,431,-216,442,200,-146,98,164,149,459,537,-15
453,58,-186,61,639,52,-176,303,-207,468,223,-98,-93,302,168,441,587,39
341,326,84,76,518,-203,362,221,-11,750,168,-78,-287,461,222,503,700,100
320,553,-181,143,794,57,-205,363,-2,736,169,-67,-27,350,170,517,668,55
559,316,-209,160,1002,325,-320,203,-12,431,358,49,218,265,178,549,615,51
572,66,48,196,777,169,188,48,11,359,389,124,-39,323,260,638,632,94
344,122,-23,138,561,-23,12,208,-116,497,213,-12,-306,305,180,581,610,29
318,241,-48,-49,614,103,-239,191,-121,528,195,-140,-59,236,41,452,594,-59
393,242,85,-13,686,284,44,-38,81,470,249,-92,240,186,74,475,610,-62
359,173,90,102,702,209,23,-24,97,439,196,-8,76,175,151,507,563,-51
345,328,160,-11,660,118,-273,249,12,475,236,99,-199,280,160,513,519,-13
380,650,320,-34,596,164,-36,420,124,570,349,272,-100,357,208,679,554,73
335,489,516,82,721,148,418,247,205,588,326,303,224,241,273,796,559,79
240,32,620,77,798,198,299,23,118,455,244,152,250,152,251,666,487,-13
285,150,193,110,532,312,-23,86,93,340,232,73,-113,260,179,580,427,-72
365,512,-259,180,466,101,116,147,67,365,253,111,-249,333,120,627,413,-82
110,428,-35,134,797,-64,104,104,-109,418,225,102,98,190,72,580,404,-110
-185,327,182,119,787,258,-449,235,-129,386,138,49,198,77,50,504,376,-142
32,430,66,55,431,371,-443,274,102,326,127,28,-202,206,83,546,348,-137
288,325,91,-86,442,6,246,55,78,312,213,13,-278,297,116,616,322,-140
91,196,-14,-9,693,-18,244,50,-209,303,181,-10,136,151,56,625,268,-215
12,183,-115,39,612,359,-431,241,-137,245,42,-30,205,58,-46,565,177,-298
233,-91,379,-195,318,451,-507,172,146,176,23,-19,-150,129,-45,500,99,-296
182,-270,653,-217,259,246,20,-22,42,164,81,59,-217,166,30,525,86,-262
-120,212,119,48,455,157,85,57,-146,186,83,136,45,148,15,546,113,-250
-211,672,-212,101,567,201,-347,248,-7,158,83,114,145,105,-59,478,105,-206
-34,373,7,21,483,217,-387,180,51,105,118,93,41,33,-30,450,55,-157
92,-38,51,92,370,262,-253,86,-133,84,116,130,-61,54,11,462,9,-194
-91,87,-83,122,279,320,-463,166,-153,55,49,83,-118,117,-82,386,-35,-271
-276,210,63,-27,277,148,-164,-45,-12,6,-20,-1,-30,69,-134,312,-75,-282
-92,-59,324,-186,473,-114,517,-427,-26,-26,-1,39,137,30,-52,332,-85,-256
40,-138,313,-257,615,-80,157,-272,-102,-54,54,60,78,68,-60,334,-92,-279
-136,174,68,-267,458,93,-641,92,-49,-74,5,-41,-118,16,-182,286,-130,-334
-142,282,-139,-246,241,147,-654,97,19,-87,-102,-74,-132,-62,-239,265,-186,-350
-2,97,-57,-340,229,95,-339,-20,-13,-121,-123,-43,-79,4,-216,257,-232,-331
-121,99,228,-558,339,-131,45,-181,-86,-128,-67,-70,-63,50,-150,235,-241,-321
-238,317,228,-550,297,-198,278,-296,-116,-81,-18,-26,41,-75,-111,227,-234,-347
-169,413,5,-322,13,274,-313,-56,-23,-60,-45,55,75,-154,-208,204,-266,-401
-206,371,1,-327,-92,514,-798,92,101,-133,-113,-14,11,-112,-312,129,-337,-439
-234,359,-24,-486,179,82,-322,-211,38,-267,-67,-89,76,-133,-273,58,-404,-416
-93,214,-30,-492,240,-51,-122,-365,-80,-286,20,-55,26,-153,-223,50,-434,-376
-115,-129,309,-459,-18,270,-617,-175,-42,-160,-83,-108,-198,-105,-284,46,-445,-424
